window_start,anchor_id,packet_count,packet_loss_rate,scan_duration_ms,rssi_mean,rssi_median,rssi_min,rssi_max,rssi_std,rssi_variance,rssi_range,rssi_p05,rssi_p10,rssi_p25,rssi_p75,rssi_p90,rssi_p95,rssi_iqr,rssi_p90_10_range,rssi_mad,rssi_snr,rssi_skewness,rssi_kurtosis,rssi_delta_mean,rssi_delta_std,rssi_delta_max,observed_adv_interval,adv_interval_std,path_loss_free_space,path_loss_indoor,rssi_mean_to_std_ratio,rssi_median_mean_diff,rssi_slope,rssi_trend_strength,rssi_ema_diff,rssi_first_half_mean,rssi_second_half_mean,rssi_half_diff,rssi_autocorrelation,rssi_energy,rssi_bin_neg100_90,rssi_bin_neg90_80,rssi_bin_neg80_70,rssi_bin_neg70_60,rssi_bin_neg60_50,rssi_bin_neg50_30,rssi_mean_delta,rssi_mean_slope_3w,rssi_mean_slope_5w,rssi_rolling_mean_3w,rssi_rolling_std_3w,rssi_rolling_mean_5w,rssi_rolling_std_5w,rssi_ema_cross_window,rssi_velocity,rssi_acceleration,signal_stability_index,rssi_rolling_mean_10w,rssi_rolling_std_10w,rssi_motion_direction,rssi_snr_rolling_5w,distance_m,height_m,obstacle,obstacle_type,motion,session_id
926277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,-3.5,-2.6,-76.3333,4.0415,-73.8,4.4944,-75.89,-7.0,-7.0,0.4,-74.8,4.4171,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
927277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.5,-2.9,-78.6667,4.0415,-76.0,4.8477,-77.423,0.0,7.0,0.6,-75.9,4.4585,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
928277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.5,0.1,-77.3333,6.3509,-76.0,4.8477,-75.1961,11.0,11.0,0.4,-75.5,4.8132,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
929277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,1.9,-73.6667,6.3509,-75.2,5.5408,-73.6373,0.0,-11.0,0.6,-75.1,5.1088,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
931277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-2.0,2.5,-71.3333,2.3094,-75.2,5.5408,-73.7461,-2.0,-2.0,0.4,-74.4,4.6714,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
932277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.5,1.2,-72.3333,2.0817,-73.6,4.5056,-73.5223,1.0,3.0,0.6,-73.7,4.2439,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
933277,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,-4.0,-2.7,-76.3333,4.9329,-73.8,4.9193,-76.0656,-9.0,-10.0,0.4,-74.9,4.7481,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
934277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-3.5,-2.8,-78.3333,4.7258,-75.8,5.02,-77.2459,2.0,11.0,0.4,-75.9,4.6536,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
935277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,0.1,-77.3333,6.4291,-75.8,5.02,-75.0721,10.0,8.0,0.2,-75.5,4.9944,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
936277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5,2.0,-73.0,6.0828,-74.8,5.8907,-73.2505,1.0,-9.0,0.4,-75.0,5.3955,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
937277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-1.5,2.9,-70.6667,2.0817,-74.8,5.8907,-73.1753,-4.0,-5.0,0.2,-74.2,4.9844,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
938277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.5,0.9,-72.0,2.6458,-73.2,4.3243,-73.4227,-1.0,3.0,0.4,-73.5,4.378,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
939277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,-3.5,-2.5,-75.6667,3.7859,-73.2,4.3243,-75.3959,-6.0,-5.0,0.4,-74.5,4.6248,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
940277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-2.9,-78.0,3.4641,-75.2,4.7645,-76.7771,0.0,6.0,0.6,-75.5,4.6248,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
941277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.5,0.2,-76.3333,6.3509,-75.2,4.7645,-74.444,11.0,11.0,0.4,-75.0,5.0553,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
942277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,2.1,-72.6667,6.3509,-74.4,5.5045,-72.8108,0.0,-11.0,0.6,-74.6,5.379,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
943277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-2.0,2.5,-70.3333,2.3094,-74.2,5.5408,-72.8676,-4.0,-4.0,0.4,-73.7,4.7152,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
944277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,-71.6667,2.3094,-72.8,4.4944,-72.9073,0.0,4.0,0.6,-73.0,4.1633,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
945277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,-3.5,-2.6,-75.3333,4.0415,-72.8,4.4944,-75.0351,-7.0,-7.0,0.4,-74.0,4.5461,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
946277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.5,-0.9,-74.3333,5.1316,-73.0,4.3012,-73.5246,10.0,17.0,0.4,-74.1,4.4335,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
947277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.9,-73.3333,5.7735,-73.2,4.0866,-72.4672,0.0,-10.0,0.4,-73.8,4.614,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
972127,ANCHOR_01,2,0.96,990.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,0.0,-73.0,0.0,-73.0,0.0,0.0,1.0,-73.0,0.0,0.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
974127,ANCHOR_01,1,0.98,0.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9433,3.9811,-78.0,0.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,6084.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-75.5,3.5355,-75.5,3.5355,-74.5,-2.5,-2.5,0.5,-75.5,3.5355,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
975127,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-76.0,2.6458,-76.0,2.6458,-75.25,1.0,3.5,0.6667,-76.0,2.6458,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
976127,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,1.0,-75.0,4.3589,-74.5,3.6968,-73.675,7.0,6.0,0.5,-74.5,3.6968,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
977127,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.6,-72.0,4.3589,-73.4,4.0373,-72.2725,1.0,-6.0,0.6,-73.4,4.0373,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
978127,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-1.5,1.8,-70.6667,2.0817,-73.4,4.0373,-72.4907,-4.0,-5.0,0.4,-73.3333,3.6148,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
979127,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.5,0.3,-72.0,2.6458,-72.6,3.2094,-72.9435,-1.0,3.0,0.6,-73.4286,3.3094,0.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
980127,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.5,-2.9,-76.3333,4.9329,-73.6,5.1284,-75.6605,-8.0,-7.0,0.4,-74.5,4.3095,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
981127,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-4.5,-3.7,-79.6667,4.9329,-76.2,6.0581,-77.8623,-1.0,7.0,0.6,-75.4444,4.9272,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
982127,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,-0.3,-78.3333,7.2342,-76.4,5.7706,-75.5036,13.0,14.0,0.4,-74.9,4.9542,0.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
983127,ANCHOR_01,1,0.98,0.0,-72.0,-72.0,-72.0,-72.0,0.0,0.0,0.0,-72.0,-72.0,-72.0,-72.0,-72.0,-72.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9811,2.5119,-72.0,0.0,0.0,0.0,0.0,-72.0,-72.0,0.0,0.0,5184.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,5.5,1.6,-75.0,7.0,-76.2,5.933,-74.4525,-2.0,-15.0,0.4,-74.8,5.0067,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
984127,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,2.7,-72.0,2.0,-76.2,5.933,-74.3168,-2.0,0.0,0.2,-74.4,4.8808,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
985127,ANCHOR_01,1,0.98,0.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6234,3.1623,-75.0,0.0,0.0,0.0,0.0,-75.0,-75.0,0.0,0.0,5625.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.5,1.2,-73.6667,1.5275,-74.8,4.9699,-74.5217,-1.0,1.0,0.4,-74.2,4.8028,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
986127,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,-4.0,-2.7,-77.0,4.3589,-74.6,4.5607,-76.7652,-7.0,-6.0,0.2,-75.4,5.1251,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
988127,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.5,-0.4,-75.6667,6.0277,-74.6,4.5607,-74.7357,6.0,13.0,0.2,-75.5,4.9944,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
990127,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,4.0,0.5,-75.3333,6.1101,-75.0,4.3589,-74.515,-2.0,-8.0,0.2,-75.6,4.9486,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
991127,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,-72.6667,2.3094,-75.0,4.3589,-74.3605,0.0,2.0,0.4,-75.6,4.9486,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
992127,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-0.4,-76.6667,4.6188,-76.4,5.3666,-76.6523,-8.0,-8.0,0.2,-75.6,4.9486,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
993127,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.0,-0.8,-75.3333,6.1101,-74.0,4.899,-74.6566,12.0,20.0,0.2,-74.3,4.4734,-1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
994127,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.2,-74.0,6.9282,-74.0,4.899,-73.2596,0.0,-12.0,0.4,-74.3,4.4734,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
995127,ANCHOR_01,1,0.98,0.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6234,3.1623,-75.0,0.0,0.0,0.0,0.0,-75.0,-75.0,0.0,0.0,5625.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,-2.5,1.0,-71.6667,2.8868,-74.2,4.9193,-73.7817,-5.0,-5.0,0.4,-74.6,4.402,1.0,100000.0,2.0,0.0,Yes,Human Body,stationary,dataset_2026-07-31_235801.csv
