window_start,anchor_id,packet_count,packet_loss_rate,scan_duration_ms,rssi_mean,rssi_median,rssi_min,rssi_max,rssi_std,rssi_variance,rssi_range,rssi_p05,rssi_p10,rssi_p25,rssi_p75,rssi_p90,rssi_p95,rssi_iqr,rssi_p90_10_range,rssi_mad,rssi_snr,rssi_skewness,rssi_kurtosis,rssi_delta_mean,rssi_delta_std,rssi_delta_max,observed_adv_interval,adv_interval_std,path_loss_free_space,path_loss_indoor,rssi_mean_to_std_ratio,rssi_median_mean_diff,rssi_slope,rssi_trend_strength,rssi_ema_diff,rssi_first_half_mean,rssi_second_half_mean,rssi_half_diff,rssi_autocorrelation,rssi_energy,rssi_bin_neg100_90,rssi_bin_neg90_80,rssi_bin_neg80_70,rssi_bin_neg70_60,rssi_bin_neg60_50,rssi_bin_neg50_30,rssi_mean_delta,rssi_mean_slope_3w,rssi_mean_slope_5w,rssi_rolling_mean_3w,rssi_rolling_std_3w,rssi_rolling_mean_5w,rssi_rolling_std_5w,rssi_ema_cross_window,rssi_velocity,rssi_acceleration,signal_stability_index,rssi_rolling_mean_10w,rssi_rolling_std_10w,rssi_motion_direction,rssi_snr_rolling_5w,distance_m,height_m,obstacle,obstacle_type,motion,session_id
883277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,5.5,2.1,-73.3333,6.6583,-75.2,6.0581,-73.776,-1.0,-13.0,0.6,-75.8,5.4324,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
884277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,-2.0,2.9,-70.6667,2.0817,-75.0,6.1237,-73.5432,-3.0,-2.0,0.4,-75.7,5.4782,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
885277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5,1.2,-72.0,1.7321,-73.2,4.7117,-73.3802,0.0,3.0,0.6,-74.8,5.0509,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
886277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-2.7,-75.6667,4.6188,-73.2,4.7117,-75.6662,-8.0,-8.0,0.4,-74.7,4.9001,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
887277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-78.3333,4.6188,-75.6,5.0794,-77.2663,0.0,8.0,0.6,-75.8,4.9621,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
888277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,0.0,-77.0,6.9282,-75.4,5.3666,-74.7864,12.0,12.0,0.4,-75.3,5.3965,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
889277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,-73.0,6.9282,-74.6,6.0663,-73.0505,0.0,-12.0,0.6,-74.8,5.7504,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
890277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,-2.5,2.6,-70.6667,2.8868,-74.8,6.0166,-73.3353,-5.0,-5.0,0.4,-74.0,5.164,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
891277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.5,0.9,-72.3333,2.8868,-73.4,4.9295,-73.5347,0.0,5.0,0.6,-73.3,4.5473,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
892277,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-3.1,-76.6667,4.6188,-73.6,5.3198,-76.0743,-8.0,-8.0,0.4,-74.6,5.0155,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
893277,ANCHOR_01,1,0.98,0.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5893,5.4117,-82.0,0.0,0.0,0.0,0.0,-82.0,-82.0,0.0,0.0,6724.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.4,-79.3333,4.6188,-76.2,5.6745,-77.852,0.0,8.0,0.6,-75.8,5.2239,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
895277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,0.0,-78.0,6.9282,-76.4,5.3666,-75.4964,6.0,6.0,0.4,-75.5,5.4823,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
896277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,4.5,1.4,-75.0,6.245,-76.2,5.4955,-74.7475,-3.0,-9.0,0.4,-75.5,5.4823,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
897277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5,2.7,-72.0,1.7321,-76.0,5.6125,-74.2232,0.0,3.0,0.4,-74.7,5.1651,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
898277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-0.1,-75.6667,4.6188,-75.8,5.3572,-76.2563,-8.0,-8.0,0.4,-74.7,5.1651,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
899277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-78.3333,4.6188,-75.6,5.0794,-77.6794,0.0,8.0,0.4,-75.9,5.087,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
900277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,0.0,-77.0,6.9282,-75.4,5.3666,-75.0756,12.0,12.0,0.4,-75.9,5.087,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
901277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,5.5,1.8,-73.3333,6.6583,-74.8,5.8481,-73.5529,-1.0,-13.0,0.6,-75.5,5.4006,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
902277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,-2.0,2.7,-70.6667,2.0817,-74.8,5.8481,-73.387,-3.0,-2.0,0.4,-75.4,5.4406,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
903277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5,1.2,-72.0,1.7321,-73.2,4.7117,-73.2709,0.0,3.0,0.6,-74.5,4.9497,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
904277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-2.7,-75.6667,4.6188,-73.2,4.7117,-75.5896,-8.0,-8.0,0.4,-74.4,4.7889,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
905277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.5,-0.8,-74.6667,5.6862,-73.4,4.5056,-73.9128,11.0,19.0,0.4,-74.4,4.7889,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
906277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,0.9,-73.6667,6.3509,-73.4,4.5056,-72.7389,0.0,-11.0,0.4,-74.1,4.9766,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
908277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-2.0,0.9,-71.3333,2.3094,-73.6,4.5056,-73.1172,-2.0,-2.0,0.4,-74.2,4.9621,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
909277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.5,1.2,-72.3333,2.0817,-73.6,4.5056,-73.0821,1.0,3.0,0.4,-73.4,4.3512,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
910277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,-3.0,-2.3,-75.6667,3.7859,-73.4,4.0988,-75.1575,-7.0,-8.0,0.4,-73.3,4.1647,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
911277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.5,-0.6,-74.3333,5.1316,-73.4,4.0988,-73.6102,10.0,17.0,0.4,-73.4,4.0607,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
912277,ANCHOR_01,1,0.98,0.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8184,1.9953,-69.0,0.0,0.0,0.0,0.0,-69.0,-69.0,0.0,0.0,4761.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5,1.3,-73.0,6.0828,-73.2,4.3243,-72.2272,1.0,-9.0,0.4,-73.3,4.1647,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
913277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-1.5,1.1,-70.6667,2.0817,-73.0,4.3012,-72.459,-4.0,-5.0,0.4,-73.3,4.1647,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
914277,ANCHOR_01,1,0.98,0.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,-73.0,-73.0,-73.0,-73.0,-73.0,-73.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4668,2.7123,-73.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0,5329.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.1,-71.6667,2.3094,-73.0,4.3012,-72.6213,0.0,4.0,0.4,-73.3,4.1647,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
915277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,-2.6,-75.6667,4.6188,-73.2,4.7117,-75.1349,-8.0,-8.0,0.4,-73.3,4.1647,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
916277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.5,-1.0,-74.6667,5.6862,-73.2,4.7117,-73.5944,11.0,19.0,0.4,-73.3,4.1647,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
917277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,0.9,-73.6667,6.3509,-73.4,4.5056,-72.5161,0.0,-11.0,0.4,-73.3,4.1647,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
918277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-2.0,0.9,-71.3333,2.3094,-73.6,4.5056,-72.9613,-4.0,-4.0,0.4,-73.3,4.1647,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
919277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,-72.6667,2.3094,-73.8,4.4944,-73.2729,0.0,4.0,0.4,-73.4,4.1687,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
920277,ANCHOR_01,1,0.98,0.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,-81.0,-81.0,-81.0,-81.0,-81.0,-81.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2202,5.0119,-81.0,0.0,0.0,0.0,0.0,-81.0,-81.0,0.0,0.0,6561.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,-3.5,-2.6,-76.3333,4.0415,-73.8,4.4944,-75.591,-7.0,-7.0,0.4,-73.5,4.3525,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
921277,ANCHOR_01,1,0.98,0.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6416,-80.0,0.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0,-2.7,-78.3333,3.7859,-75.8,4.6043,-76.9137,1.0,8.0,0.6,-74.5,4.6007,-1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
922277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5.5,0.2,-77.0,6.0828,-75.8,4.6043,-74.8396,10.0,9.0,0.4,-74.6,4.4771,0.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
923277,ANCHOR_01,1,0.98,0.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1623,2.1544,-70.0,0.0,0.0,0.0,0.0,-70.0,-70.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.9,-73.3333,5.7735,-75.0,5.2915,-73.3877,0.0,-10.0,0.6,-74.3,4.6916,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
924277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,-2.0,2.4,-71.3333,2.3094,-75.0,5.2915,-73.5714,-4.0,-4.0,0.4,-74.4,4.6714,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
925277,ANCHOR_01,1,0.98,0.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0119,2.9286,-74.0,0.0,0.0,0.0,0.0,-74.0,-74.0,0.0,0.0,5476.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.8,-72.6667,2.3094,-73.6,4.0988,-73.7,0.0,4.0,0.6,-73.7,4.0565,1.0,100000.0,2.0,0.0,Yes,Tape Measure,stationary,dataset_2026-07-31_234214.csv
